type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2018-09-21 13:57:32.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 10b35e48-679a-4398-96ed-06ce96d2a565. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=10b35e48-679a-4398-96ed-06ce96d2a565	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				10b35e48-679a-4398-96ed-06ce96d2a565	349149										tissue - 50; ETOH - 1																														19:30–23:00; collected coiled in rock cracks, 5–7 m above waterline at low tide			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:58:03.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 24c60ca3-22ea-4308-88d1-ecb109c35b9d. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=24c60ca3-22ea-4308-88d1-ecb109c35b9d	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				24c60ca3-22ea-4308-88d1-ecb109c35b9d	349158										tissue - 50; ETOH - 1																														21:00–23:30; collected coiled in rock cracks, 5–7 m above waterline at low tide; JBF/RMB photo in life on rocks with 25037			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:29.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 3d5683ea-9c00-49c2-931a-1e2f54c9cf60. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=3d5683ea-9c00-49c2-931a-1e2f54c9cf60	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				3d5683ea-9c00-49c2-931a-1e2f54c9cf60	349148										tissue - 50; ETOH - 1																														19:30–23:00; collected coiled in rock cracks, 5–7 m above waterline at low tide			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:46.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 43bf6f77-3c2d-4535-9941-ca3067ab6704. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=43bf6f77-3c2d-4535-9941-ca3067ab6704	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				43bf6f77-3c2d-4535-9941-ca3067ab6704	349153										tissue - 50; ETOH - 1																														19:30–23:00; collected coiled in rock cracks, 5–7 m above waterline at low tide; specimen regurgitated last meal (partial eel) which caused suffocation in bag overnight—not preserved until 6–8 hr after death; muscle tissue from tail preserved in 100% ethanol			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:56.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 5c3bf412-bad7-4305-bdf2-2f06e82b8272. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=5c3bf412-bad7-4305-bdf2-2f06e82b8272	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				5c3bf412-bad7-4305-bdf2-2f06e82b8272	349156										tissue - 50; ETOH - 1																														19:30–22:00; collected coiled in rock cracks, 5–7 m above waterline at low tide			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:42.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 95dc2a25-952a-4053-ad0c-06c36306ac8d. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=95dc2a25-952a-4053-ad0c-06c36306ac8d	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				95dc2a25-952a-4053-ad0c-06c36306ac8d	349152										tissue - 50; ETOH - 1																														19:30–23:00; collected coiled in rock cracks, 5–7 m above waterline at low tide; specimen regurgitated last meal (partial eel) which caused suffocation in bag overnight—not preserved until 6–8 hr after death; muscle tissue from tail preserved in 100% ethanol			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject		http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: b19c2aec-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=b19c2aec-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				b19c2aec-b069-11e3-8cfe-90b11c41863e	303034										ETOH - 1; tissue - 100																																	Philippines, Antique Province, Municipality of Pandan	Asia		Visayan PAIC	Panay Island	Philippines		Antique Province	Municipality of Pandan		Barangay Duyong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject		http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: b19c35ea-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=b19c35ea-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				b19c35ea-b069-11e3-8cfe-90b11c41863e	303032										ETOH - 1; tissue - 100																																	Philippines, Romblon Province, Municipality of Concepcion	Asia		Romblon PAIC	Maestre de Campo Island	Philippines		Romblon Province	Municipality of Concepcion		Barangay San Vicente																										GPS																																Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject		http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: b19c3b6c-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=b19c3b6c-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				b19c3b6c-b069-11e3-8cfe-90b11c41863e	303031										ETOH - 1; tissue - 100																																	Philippines, Romblon Province, Municipality of Concepcion	Asia		Romblon PAIC	Maestre de Campo Island	Philippines		Romblon Province	Municipality of Concepcion		Barangay San Vicente																										GPS																																Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2000-11-28 12:48:22.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: ba327037-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=ba327037-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				ba327037-b069-11e3-8cfe-90b11c41863e	129742										ETOH - 1																																	Papua New Guinea, New Guinea	Oceania				Papua New Guinea		New Guinea			No locality data																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:58:07.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: fe291697-d945-4ec6-bd32-e216e3c6d78d. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=fe291697-d945-4ec6-bd32-e216e3c6d78d	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				fe291697-d945-4ec6-bd32-e216e3c6d78d	349159										tissue - 50; ETOH - 1																														21:00–23:30; collected coiled in rock cracks, 5–7 m above waterline at low tide; JBF/RMB photo in life on rocks with 25036			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
