institutioncode,catalognumber,scientificname,country,decimallatitude,decimallongitude
NHMUK,1891.11.19.11,"Laticauda colubrina (Schneider, 1799)",Indonesia,,
NHMUK,1930.5.8.831,"Laticauda laticaudata (Linnaeus, 1758)",India,,
NHMUK,1892.6.7.4,"Laticauda colubrina (Schneider, 1799)",Vanuatu,,
NHMUK,RR 1966.309,"Laticauda laticaudata (Linnaeus, 1758)",Vanuatu,,
NHMUK,1954.1.3.52,"Laticauda colubrina (Schneider, 1799)",Taiwan,,
NHMUK,1890.2.26.19,"Laticauda colubrina (Schneider, 1799)",Fiji,,
NHMUK,1936.2.1.17,"Laticauda laticaudata (Linnaeus, 1758)",Solomon Islands,,
NHMUK,1882.8.30.1,"Laticauda colubrina (Schneider, 1799)",Papua New Guinea,,
NHMUK,1977.2034-2035,"Laticauda colubrina (Schneider, 1799)",Thailand,,
NHMUK,1842.11.22.32,"Laticauda laticaudata (Linnaeus, 1758)",,,
NHMUK,1877.2.24.18,Laticauda laticaudata,Papua New Guinea,,
NHMUK,1910.4.26.67,"Laticauda colubrina (Schneider, 1799)",Indonesia,,
NHMUK,1936.7.7.3-4,"Laticauda colubrina (Schneider, 1799)",,,
NHMUK,1956.1.4.21,"Laticauda colubrina (Schneider, 1799)",Vanuatu,,
NHMUK,1978.981-985,Laticauda semifasciata,Japan,,
NHMUK,1933.3.4.3,"Laticauda colubrina (Schneider, 1799)",Solomon Islands,,
NHMUK,1926.11.1.5,"Laticauda colubrina (Schneider, 1799)",Singapore,,
NHMUK,1936.7.9.8,"Laticauda colubrina (Schneider, 1799)",Singapore,,
NHMUK,1856.9.4.58,"Laticauda laticaudata (Linnaeus, 1758)",Fiji,,
NHMUK,1930.11.15.3,"Laticauda colubrina (Schneider, 1799)",,,
NHMUK,1838.9.25.11,"Laticauda colubrina (Schneider, 1799)",Australia,,
NHMUK,1860.3.19.1149,"Laticauda colubrina (Schneider, 1799)",Malaysia,,
NHMUK,1863.6.16.43,"Laticauda colubrina (Schneider, 1799)",Australia,,
NHMUK,1930.5.8.830,"Laticauda laticaudata (Linnaeus, 1758)",Japan,,
NHMUK,1855.11.7.31,"Laticauda laticaudata (Linnaeus,1758)",Solomon Islands,,
NMR,NMR998800000680,Laticauda sp.,,,
QM,J795,Laticauda frontalis,Australia,,
QM,J794,Laticauda frontalis,Australia,,
QM,J789,Laticauda colubrina,Australia,,
QM,J792,Laticauda colubrina,Australia,,
QM,J333,Laticauda colubrina,,,
QM,J791,Laticauda frontalis,,,
QM,J303,Laticauda guineai,,,
QM,J7040,Laticauda guineai,Papua New Guinea,,
QM,J334,Laticauda frontalis,Australia,,
QM,J202,Laticauda frontalis,Papua New Guinea,,
RBINS,401520,"Laticauda colubrina (Schneider, 1801)",,,
RBINS,580713,"Laticauda laticaudata (Linnaeus, 1758)",,,
RBINS,671962,"Laticauda colubrina (Schneider, 1801)",,,
RBINS,671963,"Laticauda colubrina (Schneider, 1801)",,,
ROM,43377,Laticauda sp.,,,
ROM,CR043,Laticauda colubrina,,,
SAMA,R1028,Laticauda laticaudata,,,
SAMA,R26976,Laticauda laticaudata,,,
SAMA,R2281,Laticauda colubrina,,,
SDNHM,63761,Laticauda colubrina,,,
SDNHM,64907,Laticauda colubrina,,,
SDNHM,67192,Laticauda colubrina,,,
SDNHM,67193,Laticauda colubrina,,,
SDNHM,67194,Laticauda colubrina,,,
SDNHM,67196,Laticauda colubrina,,,
SDNHM,67197,Laticauda colubrina,,,
SDNHM,67199,Laticauda colubrina,,,
SDNHM,67203,Laticauda semifasciata,Japan,,
SDNHM,67204,Laticauda semifasciata,Japan,,
SDNHM,67206,Laticauda semifasciata,Japan,,
SDNHM,67210,Laticauda laticaudata,Japan,,
SDNHM,67212,Laticauda laticaudata,Japan,,
SDNHM,67524,Laticauda semifasciata,,,
SDNHM,67525,Laticauda semifasciata,,,
SDNHM,67528,Laticauda semifasciata,,,
SDNHM,68078,Laticauda colubrina,,,
UBCBBM,H000687,Laticauda shistorhyncus,India,,
UF,69241,Laticauda colubrina,Fiji,,
UF,56128,Laticauda colubrina,Fiji,,
UF,56270,Laticauda semifasciata,Japan,,
UF,56291,Laticauda semifasciata,Japan,,
UF,56292,Laticauda semifasciata,Japan,,
UF,11830,Laticauda colubrina,United States,,
UF,57881,Laticauda colubrina,Fiji,,
UF,56271,Laticauda semifasciata,Japan,,
UF,167970,Laticauda semifasciata,,,
UF,11831,Laticauda fasciata,,,
UF,56269,Laticauda semifasciata,Japan,,
UF,56129,Laticauda colubrina,Fiji,,
UF,56845,Laticauda colubrina,Fiji,,
UF,22384,Laticauda colubrina,Philippines,,
UF,56268,Laticauda semifasciata,Japan,,
UF,120629,Laticauda semifasciata,United States,,
UMMZ,50089,Laticauda colubrina,,,
UMMZ,65950,Laticauda colubrina,Palau,,
UMZC,R8. 107/1,Laticauda platurus,[Malaysia],,
UMZC,R8. 107/2,Laticauda platurus,,,
UMZC,R8. 107/5,Laticauda platurus,[Maldives; Indian Ocean],,
UMZC,R8. 107/7,Laticauda platurus,,,
UMZC,R8. 107/8,Laticauda platurus,,,
UMZC,R8. 107/9,Laticauda platurus,[Panama],,
USNM,117366,Laticauda laticaudata,,,
USNM,5542,Laticauda colubrina,Kingdom of Tonga,,
USNM,117365,Laticauda laticaudata,,,
USNM,61896,Laticauda schistorhyncha,,,
USNM,5538,Laticauda laticaudata,Republic of Fiji,,
USNM,61911,Laticauda schistorhyncha,,,
USNM,61905,Laticauda schistorhyncha,,,
USNM,117364,Laticauda laticaudata,,,
USNM,61903,Laticauda schistorhyncha,,,
USNM,23740,Laticauda colubrina,,,
USNM,61908,Laticauda schistorhyncha,,,
USNM,5528,Laticauda colubrina,Republic of Fiji,,
USNM,61907,Laticauda schistorhyncha,,,
USNM,11030,Laticauda colubrina,Australia,,
USNM,15236,Laticauda colubrina,,,
USNM,5540,Laticauda colubrina,Republic of Fiji,,
UTA,7242,Laticauda colubrina,,,
UTA,7439,Laticauda colubrina,,,
WAM,R836,Laticauda laticaudata,New Zealand,,
YPM,YPM HERR 006224,Laticauda laticaudata,China,,
YPM,YPM HERR 000387,Laticauda laticaudata,China,,
ZMUC,ZMUC-R66141,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66265,Laticauda laticaudata,Australia,,
ZMUC,ZMUC-R66136,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66133,Laticauda colubrina,Solomon Islands,,
ZMUC,ZMUC-R66140,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66132,Laticauda colubrina,Solomon Islands,,
ZMUC,ZMUC-R66146,Laticauda colubrina,New Caledonia,,
ZMUC,ZMUC-R66264,Laticauda laticaudata,Unknown,,
ZMUC,ZMUC-R66266,Laticauda colubrina,Malaysia,,
ZMUC,ZMUC-R66238,Laticauda colubrina,Unknown,,
ZMUC,ZMUC-R66135,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66448,Laticauda laticaudata,Unknown,,
ZMUC,ZMUC-R66257,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66263,Laticauda laticaudata,India,,
BPBM,1479,Laticauda,Fiji,,
BPBM,1601,Laticauda,Fiji,,
BPBM,1490,Laticauda,Fiji,,
BYU,7061,Laticauda,Solomon Islands,-9.6508574,160.2297907
FMNH,259670,Laticauda,Taiwan,,
SDNHM,67632,Laticauda sp.,Australia,,
BPBM,1492,Laticauda,Fiji,,
BPBM,1489,Laticauda,Fiji,,
BPBM,1478,Laticauda,Fiji,-18.1393,178.444
BPBM,1491,Laticauda,Fiji,,
MCZ,R-191196,Laticauda,,,
MSUM,SH.457,Laticauda,,,
SDNHM,67633,Laticauda sp.,Australia,,
